store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,allowed_to_quotemode,quotemode_conditions,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,"4,51,52",INTSPC5,0,Cherryman w/ 2 Hanging Files $299,$299 Cherryman w/ 2 Hanging Files,,,,,299-cherryman-w-2-hanging-files,299-cherryman-w-2-hanging-files.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,299,,100,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>Cherryman w/ 2 Hanging Files Rectangular Desk Shell</p>
<p><a href=""mailto:intspc@obcoffice.com?subject=Cherryman%20L%20Desk%20with%202%20Hanging%20Drawers%20and520 Return"">intspc@obcoffice.com</a></p>
<p>60""W x 30""D x 29 1/2""H 22""D Hanging Box/File Pedestal With Lock 22""D x 15""W x 19""H American Cherry (ACL) American Dark Cherry (ADC) American Mahogany (AML)</p>",Cherryman w/ 2 Hanging Files,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,2014-09-20 21:58:24,,1,0,1,1,1,0,1,0,0,1,1,Cherryman w/ 2 Hanging Files $299,0,simple,,
admin,base,Default,simple,"4,8,38",OTG2748,0,Armless Stack Chair OTG2748,Armless Stack Chair OTG2748,,,,,armless-stack-chair-otg2748,armless-stack-chair-otg2748.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,10,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"Patterned Black fabric upholstery
Black epoxy powder coated frame

Can be stacked 5 high with or without dolly (GC3010)

Packed 1 chair per carton

19.5w x 22.5d x 32h

Seat Height: 18""
Seat Width: 18""
Seat Depth: 17.5""
Back Width: 17.5""
Back Height: 13.5""
Arm Height: N/A","Patterned Black fabric upholstery
Black epoxy powder coated frame
",,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,2014-09-20 21:58:25,,1,0,1,1,1,0,1,0,0,1,1,Armless Stack Chair OTG2748,0,simple,,
admin,base,Default,simple,"8,34",OTG11850B,0,Tilter Chair with Arms OTG11850B,Tilter Chair with Arms OTG11850B,,/o/t/otg11850b.png,/o/t/otg11850b.png,/o/t/otg11850b.png,tilter-chair-with-arms-otg11850b,tilter-chair-with-arms-otg11850b.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,10,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"Patterned Black fabric upholstery

Pneumatic seat height adjustment

Height adjustable armrests with polyurethane armrests

Single position tilt lock with tilt tension adjustment

Fixed back angle

Scuff resistant arched molded base with twin wheel carpet casters

Soft casters (OTG10700) are available

25.5w x 23.5d x 38h",Patterned Black fabric upholstery,,,,,,,,,111,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Tilter Chair with Arms OTG11850B,0,simple,,
admin,base,Default,simple,"4,11",Ruby-300C1,0,Ruby Conference Table,Ruby Conference Table,Ruby-Conference-Table,/8/a/8a_1.jpg,/8/a/8a_1.jpg,/8/a/8a_1.jpg,ruby-conference-table,ruby-conference-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Ruby Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Ruby Conference Table,0,simple,,
admin,base,Default,simple,"4,19",4 Drawer Lateral File,0,Pre-owned 4 Drawer Lateral File,Pre-owned 4 Drawer Lateral File,4 Drwer LateralFile,/p/r/pre-owned_4_drawer_lateral_file1.jpg,/p/r/pre-owned_4_drawer_lateral_file1.jpg,/p/r/pre-owned_4_drawer_lateral_file1.jpg,4-drwer-lateralfile,4-drwer-lateralfile.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Pre-owned 4 Drawer Lateral File,,,,,,,,50,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Pre-owned 4 Drawer Lateral File,0,simple,,
admin,base,Default,simple,,OBC0001,0,black office chair used,,,,,,black-office-chair-used,black-office-chair-used.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,30,,15,,Disabled,No,"Catalog, Search",Shipping,0,Always show Add to Quote Button,less used,just for testing ,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,0,1,0,1,0,1,0,0,0,1,black office chair used,0,simple,,
admin,base,Default,simple,,Corsica,0,Corsica,Corsica,Mayline-Corsica-Desk,,,,mayline-corsica-desk,mayline-corsica-desk.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Corsica,0,simple,,
admin,base,Default,simple,,Luminary,0,Luminary,Luminary,Mayline-Luminary-Desk,,,,mayline-luminary-desk,mayline-luminary-desk.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Luminary,0,simple,,
admin,base,Default,simple,,Mira,0,Mira,Mira,Mayline-Mira-Desk,,,,mayline-mira-desk,mayline-mira-desk.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Mira,0,simple,,
admin,base,Default,simple,4,Napoli,0,Napoli,Napoli,Mayline-Napoli-Reception,,,,mayline-napoli-reception,mayline-napoli-reception.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Napoli,0,simple,,
admin,base,Default,simple,"8,37",Q1-Reception,0,Q1-Reception,Q1-Reception,Quadrifoglio-Glass-Reception-Q1,,,,quadrifoglio-glass-reception-q1,quadrifoglio-glass-reception-q1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Q1-Reception,0,simple,,
admin,base,Default,simple,,Q2-Reception,0,Q2-Reception,Q2-Reception,Quadrifoglio-Reception-Desk-Q2,,,,quadrifoglio-reception-desk-q2,quadrifoglio-reception-desk-q2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Q2-Reception,0,simple,,
admin,base,Default,simple,,6118,0,6118,6118,6118,,,,6118,6118.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,6118,0,simple,,
admin,base,Default,simple,"42,47",Quantum 4,0,Quantum 4,Quantum 4,Quantum-4,,,,quantum-4,quantum-4.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Quantum 4,0,simple,,
admin,base,Default,simple,"42,47",Quantum 9,0,Quantum 6,Quantum 6,Quantum-9,,,,quantum-9,quantum-9.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Quantum 6,0,simple,,
admin,base,Default,simple,"42,47",Quantum 8,0,Quantum 8,Quantum 8,Quantum-8,,,,quantum-8,quantum-8.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Quantum 8,0,simple,,
admin,base,Default,simple,12,Artopex  45 - 47,0,Many options available call us!,Many options available call us!,Artopex-45-47-Lateral-File-Cabinets,/m/a/many_options_available_call_us_3.jpg,/m/a/many_options_available_call_us_3.jpg,/m/a/many_options_available_call_us_3.jpg,artopex-45-47-lateral-file-cabinets,artopex-45-47-lateral-file-cabinets.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Many options available call us!,0,simple,,
admin,base,Default,simple,12,Artopex 55-57-60-80,0,Many options available call us!,Many options available call us!,Artopex-55-57-60-80--Lateral-File-Cabinets,/2/8/2847_noki03_1.jpg,/2/8/2847_noki03_1.jpg,/2/8/2847_noki03_1.jpg,artopex-55-57-60-80-lateral-file-cabinets,artopex-55-57-60-80-lateral-file-cabinets.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Many options available call us!,0,simple,,
admin,base,Default,simple,12,Artopex Noki Series,0,Many options available call us!,Many options available call us!,Artopex-Noki-Lateral-File-Cabinets,/m/a/many_options_available_call_us_1.jpg,/m/a/many_options_available_call_us_1.jpg,/m/a/many_options_available_call_us_1.jpg,artopex-noki-lateral-file-cabinets,artopex-noki-lateral-file-cabinets.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Many options available call us!,0,simple,,
admin,base,Default,simple,12,Pedestals Classeur18,0,Many options available call us!,Many options available call us!,Artopex-Pedestals-Classeur,/m/a/many_options_available_call_us_.jpg,/m/a/many_options_available_call_us_.jpg,/m/a/many_options_available_call_us_.jpg,artopex-pedestals-classeur,artopex-pedestals-classeur.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Many options available call us!,0,simple,,
admin,base,Default,simple,,Storage Solutions,0,Storage Solutions,Storage Solutions,Cherryman-Storage-File-Cabinets,,,,cherryman-storage-file-cabinets,cherryman-storage-file-cabinets.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Storage Solutions,0,simple,,
admin,base,Default,simple,4,Boss 114,0,Boss 114,Boss 114,Boss-114-File-Cabinet,,,,boss-114-file-cabinet,boss-114-file-cabinet.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,..,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Boss 114,0,simple,,
admin,base,Default,simple,,Boss 114-M,0,Boss 114-M,Boss 114-M,Boss-114-M-File-Drawer,,,,boss-114-m-file-drawer,boss-114-m-file-drawer.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Boss 114-M,0,simple,,
admin,base,Default,simple,,Box/File Pedestal with lock,0,Box/File Pedestal with lock,Box/File Pedestal with lock,Offices-to-Go-Box/File-Pedestal-with-lock,,,,offices-to-go-box-file-pedestal-with-lock,offices-to-go-box-file-pedestal-with-lock.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Box/File Pedestal with lock,0,simple,,
admin,base,Default,simple,,File Pedestal with lock,0,File Pedestal with lock,File Pedestal with lock,Offices-to-go-File-Pedestal-with-lock,,,,offices-to-go-file-pedestal-with-lock,offices-to-go-file-pedestal-with-lock.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,File Pedestal with lock,0,simple,,
admin,base,Default,simple,,Hanging Box/File Pedestal with lock,0,Hanging Box/File Pedestal with lock,Hanging Box/File Pedestal with lock,Offices-to-go-Hanging-Box-File-Pedestal-with-lock,,,,offices-to-go-hanging-box-file-pedestal-with-lock,offices-to-go-hanging-box-file-pedestal-with-lock.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Hanging Box/File Pedestal with lock,0,simple,,
admin,base,Default,simple,,Storage Cabinet with lock,0,Storage Cabinet with lock,Storage Cabinet with lock,Offices-to-go-Storage-Cabinet-with-lock,,,,offices-to-go-storage-cabinet-with-lock,offices-to-go-storage-cabinet-with-lock.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Storage Cabinet with lock,0,simple,,
admin,base,Default,simple,14,Medical-Recliner-01,0,Medical Recliner-01,Medical Recliner-01,IOA-Medical-Recliner-01,/m/e/medical_recliner-01.jpg,/m/e/medical_recliner-01.jpg,/m/e/medical_recliner-01.jpg,ioa-medical-recliner-01,ioa-medical-recliner-01.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Medical Recliner-01,0,simple,,
admin,base,Default,simple,14,Cabinets,0,Cabinets,Cabinets,IOA-Cabinets,/c/a/cabinets.jpg,/c/a/cabinets.jpg,/c/a/cabinets.jpg,ioa-cabinets,ioa-cabinets.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Cabinets,0,simple,,
admin,base,Default,simple,14,Lobby,0,Lobby,Lobby,IOA-Lobby-Chair,/l/o/lobby.jpg,/l/o/lobby.jpg,/l/o/lobby.jpg,ioa-lobby-chair,ioa-lobby-chair.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lobby,0,simple,,
admin,base,Default,simple,14,Recliners,0,Recliners,Recliners,IOA-Recliners,/r/e/recliners.jpg,/r/e/recliners.jpg,/r/e/recliners.jpg,ioa-recliners,ioa-recliners.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Recliners,0,simple,,
admin,base,Default,simple,14,Rocker Glider,0,Rocker Glider,Rocker Glider,IOA-Rocker-Glider,/r/o/rocker_glider.jpg,/r/o/rocker_glider.jpg,/r/o/rocker_glider.jpg,ioa-rocker-glider,ioa-rocker-glider.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Rocker Glider,0,simple,,
admin,base,Default,simple,14,Sleepers,0,Sleepers,Sleepers,IOA-Sleeper-Sofa,/s/l/sleepers.jpg,/s/l/sleepers.jpg,/s/l/sleepers.jpg,ioa-sleeper-sofa,ioa-sleeper-sofa.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Sleepers,0,simple,,
